地域コード,都道府県,市区町村,総人口,総人口（男）,総人口（女）,日本人人口,日本人人口（男）,日本人人口（女）,15歳未満人口,15歳未満人口（男）,15歳未満人口（女）,15〜64歳人口,15〜64歳人口（男）,15〜64歳人口（女）,65歳以上人口,65歳以上人口（男）,65歳以上人口（女）,75歳以上人口,75歳以上人口（男）,75歳以上人口（女）,外国人人口,出生数,死亡数,転入者数（日本人移動者）,転出者数（日本人移動者）,世帯数,一般世帯数,一般世帯人員数,核家族世帯数,単独世帯数,65歳以上の世帯員のいる核家族世帯数,夫65歳以上、妻60歳以上の夫婦のみの世帯数,65歳以上世帯員の単独世帯数,婚姻件数,離婚件数,総面積（北方地域及び竹島を除く）,可住地面積,事業所数（民営）,事業所数（民営）（農業、林業）,事業所数（民営）（漁業）,事業所数（民営）（鉱業、採石業、砂利採取業）,事業所数（民営）（建設業）,事業所数（民営）（製造業）,事業所数（民営）（電気・ガス・熱供給・水道業）,事業所数（民営）（情報通信業）,事業所数（民営）（運輸業、郵便業）,事業所数（民営）（卸売業、小売業）,事業所数（民営）（金融業、保険業）,事業所数（民営）（不動産業、物品賃貸業）,事業所数（民営）（学術研究、専門・技術サービス業）,事業所数（民営）（宿泊業、飲食サービス業）,事業所数（民営）（生活関連サービス業、娯楽業）,事業所数（民営）（教育、学習支援業）,事業所数（民営）（医療、福祉）,事業所数（民営）（複合サービス事業）,事業所数（民営）（サービス業（他に分類されないもの））,従業者数（民営）,従業者数（民営）（農業、林業）,従業者数（民営）（漁業）,従業者数（民営）（鉱業、採石業、砂利採取業）,従業者数（民営）（建設業）,従業者数（民営）（製造業）,従業者数（民営）（電気・ガス・熱供給・水道業）,従業者数（民営）（情報通信業）,従業者数（民営）（運輸業、郵便業）,従業者数（民営）（卸売業、小売業）,従業者数（民営）（金融業、保険業）,従業者数（民営）（不動産業、物品賃貸業）,従業者数（民営）（学術研究、専門・技術サービス業）,従業者数（民営）（宿泊業、飲食サービス業）,従業者数（民営）（生活関連サービス業、娯楽業）,従業者数（民営）（教育、学習支援業）,従業者数（民営）（医療、福祉）,従業者数（民営）（複合サービス事業）,従業者数（民営）（サービス業（他に分類されないもの））,農家数（販売農家）,農家数（自給的農家）,一般行政部門職員数（市区町村）,経常収支比率（市町村財政）,実質公債費比率（市町村財政）,歳入決算総額（市町村財政）,地方税（市町村財政）,歳出決算総額（市町村財政）,民生費（市町村財政）,土木費（市町村財政）,教育費（市町村財政）,災害復旧費（市町村財政）,幼稚園数,幼稚園在園者数,小学校数,小学校教員数,小学校児童数,中学校数,中学校教員数,中学校生徒数,義務教育学校数,義務教育学校教員数,義務教育学校前期課程児童数,義務教育学校後期課程生徒数,高等学校数,高等学校生徒数,就業者数,就業者数（男）,就業者数（女）,完全失業者数,完全失業者数（男）,完全失業者数（女）,非労働力人口,非労働力人口（男）,非労働力人口（女）,第１次産業就業者数,第２次産業就業者数,第３次産業就業者数,公民館数,図書館数,総人口（非水洗化人口＋水洗化人口）,非水洗化人口,小売店数,飲食店数,大型小売店数,一般病院数,一般診療所数,歯科診療所数,医師数,歯科医師数,薬剤師数,保育所等数（基本票）
R19212,山梨県,上野原市,22669,11331,11338,22315,11117,11198,1834,936,898,12395,6472,5923,8254,3805,4449,4287,1744,2543,319,59,353,500,632,9509,9494,22172,5341,3003,2987,1473,1261,41,19,17057,3081,1093,9,1,2,133,209,2,4,28,193,12,122,30,89,86,24,63,15,71,9854,69,28,11,513,3475,7,18,289,1559,126,269,136,551,568,511,1223,183,318,54,762,150,83.3,11.2,12711072,3129643,11933585,3247003,1374693,916305,106150,3,107,4,72,716,3,47,404,0,0,0,0,2,1239,10952,6183,4769,633,448,185,8660,3418,5242,183,3594,7083,12,2,22116,1462,161,77,5,1,18,11,33,14,29,3
R19213,山梨県,甲州市,29237,14068,15169,29045,13998,15047,3032,1554,1478,15440,7737,7703,10717,4743,5974,5791,2317,3474,162,126,540,674,684,11152,11135,28515,6885,2655,3659,1840,1681,61,32,26411,5303,1344,31,0,1,159,142,5,9,34,311,15,47,28,170,115,35,91,17,134,9556,216,0,5,786,1805,9,37,435,2199,167,95,102,873,384,219,1629,197,398,1904,391,237,91.1,15.9,21979986,4044336,20700251,6212517,1681897,1567775,0,1,32,14,168,1277,5,80,667,0,0,0,0,1,232,15416,8247,7169,488,326,162,8695,3097,5598,3615,2826,8556,13,4,30047,3306,260,120,5,2,22,15,36,19,52,11
R19214,山梨県,中央市,31216,15509,15707,28809,14351,14458,3512,1761,1751,17372,8825,8547,7548,3416,4132,3497,1446,2051,1646,179,336,1080,1072,13552,13544,30845,7270,4867,2906,1574,1078,110,41,3169,2617,1279,20,0,0,122,106,0,8,54,327,16,135,47,112,104,45,80,6,97,17144,271,0,0,607,4155,0,100,1287,4026,111,254,186,743,389,1101,2226,144,1544,483,343,185,81.9,7.6,17987289,4774744,16305281,5191572,1449560,2302528,0,0,0,7,125,1537,3,66,799,0,0,0,0,0,0,14967,8279,6688,717,450,267,8028,2927,5101,836,4993,8917,6,3,30778,445,222,97,6,1,24,14,493,34,132,9
R19346,山梨県,市川三郷町,14700,7164,7536,14467,7050,7417,1418,751,667,7372,3802,3570,5525,2400,3125,3126,1206,1920,213,60,276,346,404,5803,5797,14410,3551,1447,1983,1006,960,40,18,7518,2749,635,3,0,0,83,111,3,1,11,153,12,18,16,54,49,13,43,5,60,4390,3,0,0,374,1585,5,2,241,742,124,44,59,178,144,77,537,113,162,169,529,148,98.1,11.1,9843885,1626577,9541202,2912409,1161549,837274,0,2,122,6,81,601,4,48,323,0,0,0,0,1,797,6946,3866,3080,348,246,102,5486,2028,3458,285,2321,4301,7,2,14998,120,113,42,1,1,10,6,15,8,14,7
R19364,山梨県,早川町,1098,627,471,1091,624,467,72,43,29,573,393,180,451,190,261,287,100,187,7,2,24,44,64,675,504,899,197,274,116,69,165,2,0,36996,1758,78,2,0,3,12,2,2,1,2,10,0,1,1,24,4,1,2,5,6,548,14,0,59,197,5,4,2,14,49,0,1,1,94,21,9,29,15,34,3,56,40,70.3,2.4,3783506,415303,3426762,325697,808697,285112,0,0,0,2,15,28,1,12,18,0,0,0,0,0,0,598,426,172,11,3,8,415,154,261,27,238,332,7,0,931,221,9,6,0,0,7,0,0,0,1,1
R19365,山梨県,身延町,10663,5226,5437,10562,5164,5398,665,339,326,4898,2631,2267,5065,2224,2841,2998,1133,1865,96,18,289,159,245,4588,4562,10223,2379,1519,1668,843,1008,11,11,30198,5889,689,9,1,4,83,63,1,1,16,171,8,8,12,70,48,9,37,12,136,4374,65,16,46,443,874,1,1,176,664,72,26,101,366,151,71,749,37,515,63,641,133,69.9,-2.2,10583964,1335777,9561290,2325240,847401,1385719,0,1,0,3,36,262,1,20,151,0,0,0,0,2,261,4946,2789,2157,231,170,61,4760,1880,2880,144,1476,3321,15,1,10466,1192,149,38,0,3,12,6,17,6,17,5
R19366,山梨県,南部町,7156,3496,3660,7097,3457,3640,568,295,273,3464,1829,1635,3124,1372,1752,1645,613,1032,59,16,136,116,152,2819,2812,7042,1509,758,991,510,507,14,5,20087,2558,381,6,0,4,59,41,0,1,11,88,7,8,9,35,31,7,17,5,52,2422,67,0,76,280,729,0,3,122,403,45,11,33,98,205,34,149,22,145,110,625,75,74.8,1.8,6578819,917069,5772759,1233720,567495,633712,0,1,18,3,34,221,1,17,131,0,0,0,0,0,0,3489,1982,1507,142,107,35,2956,1112,1844,105,1292,2089,15,2,7079,0,78,26,0,0,10,3,4,3,1,2
R19368,山梨県,富士川町,14219,6848,7371,13948,6742,7206,1530,770,760,7635,3937,3698,4929,2082,2847,2739,1016,1723,144,64,223,384,457,5638,5626,13900,3348,1545,1679,794,852,40,14,11200,2005,632,5,1,2,73,64,0,5,18,142,12,24,23,57,61,13,52,9,71,4675,41,5,15,508,1196,0,20,218,909,117,59,96,358,161,87,660,38,187,124,539,133,84.6,12,9607185,1542118,9099209,2437285,919005,959017,857,2,88,3,56,562,2,37,359,0,0,0,0,0,0,7042,3883,3159,345,234,111,4827,1726,3101,265,2271,4491,16,0,14361,736,122,45,1,2,11,8,25,10,27,5
R19384,山梨県,昭和町,20909,10451,10458,19697,9934,9763,3283,1651,1632,13097,6806,6291,3984,1747,2237,1986,822,1164,692,187,176,1194,1047,9117,9109,20620,4971,3496,1425,729,638,87,27,908,908,1617,4,0,0,142,84,1,15,38,498,25,116,50,251,147,56,80,3,107,19120,41,0,0,1058,4647,1,151,1412,4195,254,321,284,2319,1135,445,1002,11,1844,128,167,79,81.9,8.9,10717725,4843086,10039585,3767906,879828,1490945,0,0,0,3,92,1362,1,40,578,0,0,0,0,1,691,10392,5794,4598,503,297,206,4750,1639,3111,243,3170,6950,1,1,20966,18,378,231,5,1,37,15,32,21,76,8
R19422,山梨県,道志村,1607,811,796,1598,806,792,146,77,69,847,447,400,614,287,327,296,123,173,9,3,31,46,50,613,613,1607,295,164,175,101,97,7,5,7968,496,129,6,0,0,22,19,0,0,0,11,1,1,4,43,8,3,2,1,8,522,27,0,0,109,159,0,0,0,52,1,1,6,105,33,3,11,3,12,12,144,31,78.7,9.8,2544207,191072,2420291,289357,57540,164951,56167,0,0,1,11,54,1,9,28,0,0,0,0,0,0,885,497,388,19,12,7,548,221,327,89,327,455,3,0,1567,10,10,9,0,0,1,1,1,1,0,1
R19423,山梨県,西桂町,4041,1947,2094,4012,1934,2078,443,212,231,2367,1177,1190,1231,558,673,620,245,375,29,19,51,91,145,1484,1483,4037,935,298,451,220,156,9,9,1522,225,182,0,1,0,19,55,2,1,4,43,3,2,2,12,13,0,7,1,17,1068,0,20,0,53,460,3,1,38,290,19,6,6,32,18,0,62,4,56,10,119,45,82,6.3,3006798,435701,2907858,693650,435318,242788,0,0,0,1,15,194,1,13,101,0,0,0,0,0,0,2075,1108,967,129,84,45,1315,499,816,25,862,1184,0,0,4100,163,36,12,0,0,2,2,2,2,4,1
R19424,山梨県,忍野村,9237,5137,4100,8980,5010,3970,1377,712,665,6032,3612,2420,1809,806,1003,806,303,503,238,92,86,473,526,3489,3480,8743,1670,1290,476,227,157,79,12,2505,990,391,4,0,0,90,58,0,1,5,75,5,9,10,66,26,8,18,2,14,6644,14,0,0,509,4746,0,3,62,475,33,20,30,346,78,20,250,13,45,58,223,87,77.6,-3.2,6468969,3074199,5758889,1202111,925169,834187,0,1,71,1,39,587,1,20,287,0,0,0,0,0,0,5434,3634,1800,98,59,39,2048,595,1453,76,2853,2395,0,1,9749,55,66,32,0,0,6,3,4,4,3,3
R19425,山梨県,山中湖村,5179,2559,2620,5055,2487,2568,606,316,290,2822,1432,1390,1731,801,930,823,350,473,121,27,58,208,226,1969,1966,5080,1061,548,523,310,237,19,7,5305,1380,457,2,0,0,35,14,0,3,11,54,6,23,4,229,27,10,7,2,30,3319,14,0,0,201,222,0,7,181,389,48,101,9,1359,282,107,180,8,211,1,131,75,77.5,1.7,5392267,2577395,4944783,783571,596168,378445,0,0,0,2,27,243,1,12,88,0,0,0,0,0,0,2750,1503,1247,84,58,26,1574,593,981,36,593,2117,2,1,5770,0,45,44,1,0,3,1,6,1,4,2
R19429,山梨県,鳴沢村,2824,1390,1434,2802,1380,1422,329,172,157,1498,755,743,957,443,514,467,192,275,21,17,53,91,108,1056,1054,2763,645,224,330,185,112,8,2,8958,1216,158,2,0,0,29,22,2,4,3,23,1,6,4,28,14,2,8,4,6,1568,22,0,0,92,612,2,9,38,138,1,44,8,207,282,4,63,23,23,63,80,43,70,-2.2,2548529,800089,2405566,548467,104765,191592,0,0,0,1,14,137,0,0,0,0,0,0,0,0,0,1517,822,695,58,38,20,867,330,537,136,449,927,2,0,3115,74,21,11,0,0,4,1,1,1,2,1
R19430,山梨県,富士河口湖町,26082,12839,13243,25613,12634,12979,3439,1728,1711,15422,7855,7567,6860,3033,3827,3439,1358,2081,373,200,309,1111,1003,10653,10643,25762,5794,3463,2306,1147,937,107,37,15840,3588,1605,12,0,0,131,111,1,5,22,335,16,80,37,524,113,38,79,9,92,14232,41,0,0,728,2891,8,76,340,2407,160,430,129,4050,759,297,1243,54,619,69,342,174,74.5,9.8,15261785,4164887,13734218,3799670,914614,1937269,0,0,0,9,139,1507,4,68,714,0,0,0,0,1,471,13973,7617,6356,616,412,204,6966,2472,4494,326,3933,9689,27,4,26787,486,275,238,5,1,21,16,54,25,57,8
R19442,山梨県,小菅村,684,344,340,676,339,337,68,35,33,306,162,144,310,147,163,165,66,99,8,1,9,27,37,339,339,684,156,142,94,66,82,1,0,5278,323,63,2,0,0,10,4,1,0,1,17,1,0,0,13,7,0,1,2,4,314,7,0,0,52,50,3,0,2,37,1,0,0,46,56,0,15,10,35,4,48,21,75.5,8.7,1695681,75014,1374048,156040,206552,117152,0,0,0,1,7,26,1,11,15,0,0,0,0,0,0,337,189,148,3,3,0,274,117,157,27,75,235,9,1,662,0,15,2,0,0,1,0,1,0,0,0
R19443,山梨県,丹波山村,530,272,258,529,272,257,39,20,19,255,142,113,236,110,126,138,57,81,1,4,15,38,44,283,283,530,140,126,93,50,65,1,0,10130,262,39,1,1,0,1,3,1,0,1,7,0,0,0,14,3,0,2,1,4,137,10,12,0,16,6,4,0,2,18,0,0,0,37,3,0,11,3,15,4,59,21,87.9,7,2094248,39950,1948589,195012,246637,108008,0,0,0,1,9,14,1,7,6,0,0,0,0,0,0,259,155,104,16,12,4,216,85,131,21,43,194,4,0,532,6,7,3,0,0,2,1,1,1,0,0
R20201,長野県,長野市,372760,181284,191476,361952,176290,185662,42777,21735,21042,201890,101348,100542,108243,46914,61329,58572,23286,35286,3094,2391,4790,9626,10415,156975,156645,363580,86000,52425,38140,20016,16501,1466,439,83481,31164,17811,115,1,3,1797,958,43,271,331,4212,356,1824,935,1875,1409,548,1514,140,1478,184932,1849,2,20,14349,22519,1327,6017,9950,36742,6854,5463,5730,13940,7442,5136,27571,2335,17678,3824,6078,1781,86.4,4.3,175991415,58263038,170095758,63226311,18316086,13680858,2816104,22,2432,59,1156,17848,29,825,9909,0,0,0,0,19,9340,185176,100593,84583,6000,3567,2433,105599,37588,68011,9927,39383,128507,46,4,369421,11692,2858,1520,69,23,293,205,1014,296,883,82
R20202,長野県,松本市,241145,118271,122874,234020,115245,118775,30107,15507,14600,139128,71247,67881,66647,28806,37841,36797,14517,22280,3425,1641,2903,8451,8174,104934,104707,235083,54831,39707,22649,11457,11012,1048,345,97847,23333,12452,76,0,0,1026,682,19,164,243,3105,243,1110,581,1784,1049,427,1010,76,857,121650,860,0,0,7797,15138,375,2434,6307,26144,3396,3793,3391,11973,4895,4120,17010,1582,12435,3034,3151,1403,82.9,3.5,114029247,36299407,110753869,40434107,8407626,17558317,275015,15,1550,33,784,12308,25,546,6392,0,0,0,0,11,7705,118889,64967,53922,4006,2503,1503,68200,24672,43528,6061,26923,82328,36,11,236566,2264,2047,1393,42,13,233,140,1322,244,814,52
R20203,長野県,上田市,154055,75365,78690,149325,73037,76288,18338,9361,8977,86410,44014,42396,47130,20702,26428,25573,10292,15281,3148,932,2130,3838,3723,64296,64116,149825,36591,20782,16520,8555,7485,581,221,55204,15586,7108,72,2,1,674,817,9,66,114,1696,120,525,331,836,591,196,528,60,470,73947,586,6,3,3832,19283,212,1075,2095,14407,1603,1450,1932,5725,2401,1824,11606,874,5033,1690,3554,1005,85.5,5.3,80286444,21159250,77219580,26554822,9585166,6366653,1776039,13,865,25,508,7488,12,321,3995,0,0,0,0,6,4915,75376,41235,34141,2765,1763,1002,47534,17655,29879,3332,24405,45312,257,4,152986,9676,1236,623,33,11,101,72,305,133,400,40
R20204,長野県,岡谷市,47790,23213,24577,47015,22885,24130,5452,2767,2685,25609,13216,12393,16522,7109,9413,9523,3828,5695,723,264,701,1104,1329,19274,19239,46609,11199,5681,5677,2805,2568,168,67,8510,2191,2398,11,1,0,204,531,3,18,28,555,41,133,98,198,207,60,154,21,135,22590,112,1,0,1110,8847,14,150,437,3993,448,278,370,1078,969,269,2440,196,1878,65,383,340,83.6,8,23960544,6457166,22936882,7834342,2082668,2327303,350529,4,134,7,150,2022,4,105,1155,0,0,0,0,3,1430,23563,12997,10566,1036,688,348,16607,6120,10487,344,9673,13404,15,1,47810,843,403,161,8,3,29,29,95,48,107,15
R20205,長野県,飯田市,98164,47280,50884,95551,46162,49389,12373,6388,5985,52701,26314,26387,31987,13914,18073,17888,7117,10771,1995,639,1419,2133,2509,38903,38806,96106,20883,11853,10030,5212,4823,362,114,65866,11259,5618,53,1,4,559,547,28,45,86,1238,94,478,257,726,499,128,436,41,398,47177,458,12,26,4455,10080,403,277,2238,9173,1081,1319,1369,3556,1834,707,6632,507,3050,1672,2334,619,86.3,7.5,54198650,12916317,52809337,17949903,6097895,4717040,842030,0,0,19,386,4920,9,228,2654,0,0,0,0,5,3229,51531,27428,24103,1386,822,564,28018,10053,17965,4217,15726,30269,48,19,97480,9358,952,623,15,6,84,58,262,67,237,39
R20206,長野県,諏訪市,48729,23809,24920,47199,23123,24076,5926,3052,2874,27232,14026,13206,15034,6480,8554,8447,3379,5068,1075,307,639,1572,1710,20776,20739,47573,11215,7333,5076,2639,2481,194,60,10917,2923,3019,18,0,3,262,333,16,31,59,655,60,335,152,410,219,83,174,20,189,26142,347,0,27,1368,5878,104,387,988,4929,639,914,646,3248,912,365,3259,233,1898,319,527,386,82.2,5.9,24177820,7483097,22675824,8256280,2376515,1823274,148984,1,88,6,164,2301,5,118,1386,0,0,0,0,3,1871,24566,13481,11085,897,585,312,15116,5456,9660,725,8387,15163,5,2,48499,608,434,301,11,2,47,30,180,46,147,15
R20207,長野県,須坂市,49559,24324,25235,48692,23950,24742,6025,3077,2948,27198,13973,13225,16017,7090,8927,8505,3504,5001,624,280,705,1340,1242,18839,18792,47817,11347,4820,5523,2785,2320,160,54,14967,4738,2149,34,0,3,207,273,4,12,48,487,27,131,91,271,176,79,177,13,116,19892,247,0,20,1067,6257,18,224,1661,3487,338,320,419,1305,530,351,2689,240,719,1188,685,300,89.4,8.8,31550495,6233160,30436196,8492239,3711024,4090637,83903,4,201,11,178,2396,4,104,1253,0,0,0,0,3,1934,24832,13276,11556,932,607,325,15704,6260,9444,2840,7117,14436,10,1,49864,3060,389,199,7,2,41,23,96,28,99,16
R20208,長野県,小諸市,40991,19972,21019,40172,19708,20464,4731,2418,2313,22257,11321,10936,13773,6077,7696,7268,2895,4373,753,265,579,1409,1267,16831,16780,39699,9896,5058,4760,2435,2355,149,79,9855,6464,1886,36,0,2,205,197,8,17,40,427,33,106,83,251,154,40,140,14,133,18466,437,0,5,991,4451,82,122,743,4049,346,202,349,1711,648,239,2693,165,1233,932,1051,240,88.6,7.2,21871062,5406463,21059921,7586850,2452538,1897644,133399,4,465,6,138,1899,2,73,1041,0,0,0,0,2,865,19199,10565,8634,876,573,303,12994,4750,8244,1651,5486,11728,75,1,41694,1513,314,200,11,2,33,17,98,21,90,9
R20209,長野県,伊那市,66125,32437,33688,64391,31680,32711,8183,4160,4023,36480,18705,17775,20663,9151,11512,11398,4635,6763,1645,370,895,1806,1876,26238,26173,64987,15054,7261,7102,3650,3026,228,87,66793,14260,3118,86,0,7,309,311,6,35,33,723,61,137,133,416,307,80,213,30,231,28481,1201,0,49,1715,6677,89,185,845,5604,740,386,889,2124,1160,556,3570,648,2043,1107,2588,478,84.6,6.9,45397563,8742923,44103333,11771614,4716759,3872446,566117,1,75,15,279,3367,6,181,1769,0,0,0,0,4,2005,34555,19021,15534,1164,720,444,18886,6777,12109,2694,11471,19437,93,2,66214,4082,582,345,11,3,58,34,176,55,147,22
R20210,長野県,駒ヶ根市,32202,15729,16473,31351,15372,15979,3953,2036,1917,17956,9163,8793,9921,4354,5567,5491,2221,3270,552,196,506,961,996,12956,12914,31251,6970,4167,3186,1671,1372,131,37,16586,4499,1646,24,0,0,156,175,5,13,20,375,32,112,70,226,152,53,129,9,95,16199,435,0,0,1191,5279,7,95,433,2884,244,235,513,1353,454,303,1882,163,728,574,771,220,83.3,11.3,17067069,4538448,16703466,4863721,1245642,1558112,20775,3,113,5,103,1558,2,67,863,0,0,0,0,2,952,16980,9318,7662,449,273,176,9313,3309,6004,1072,6412,9005,34,3,32025,2809,306,177,8,2,32,14,73,19,86,10
R20211,長野県,中野市,42338,20552,21786,41448,20237,21211,5086,2642,2444,23236,11609,11627,13670,6104,7566,7079,2833,4246,546,216,571,953,1144,15799,15773,41595,8940,4115,4385,2007,1719,125,47,11218,6558,1958,98,0,2,216,190,1,6,32,518,32,101,75,165,170,44,146,16,146,18552,1523,0,20,1097,4886,2,145,503,3770,317,261,259,781,709,246,2928,285,820,1571,1035,338,85.8,6.8,24777918,6643999,23843181,7766921,2681271,1990453,51384,1,92,7,143,2135,4,95,1070,0,0,0,0,2,1113,23301,12358,10943,736,457,279,11645,4245,7400,5255,5389,12336,78,4,43097,4609,422,155,9,2,28,21,119,29,105,11
R20212,長野県,大町市,26029,12594,13435,25470,12427,13043,2460,1331,1129,13174,6653,6521,9891,4315,5576,5456,2137,3319,468,108,426,702,807,10739,10706,25502,5776,3306,3291,1736,1568,83,34,56515,15315,1217,17,2,0,151,87,7,7,32,252,16,40,43,186,113,50,97,14,103,10547,404,24,0,1184,2361,144,51,512,1726,168,143,166,1134,481,217,1079,246,507,735,630,258,89.1,8.1,18943497,4118584,17948451,4858157,1815174,1350051,34396,1,63,4,84,876,1,43,500,2,49,116,49,1,589,12168,6634,5534,451,306,145,8480,3090,5390,1083,3336,7567,7,1,26149,5826,212,129,3,1,25,11,54,17,51,9
R20213,長野県,飯山市,19539,9498,10041,19326,9415,9911,2003,1031,972,10049,5120,4929,7445,3320,4125,3975,1544,2431,191,83,339,397,616,7251,7227,19176,3853,1798,2311,1142,1008,47,10,20243,7804,1127,38,1,1,164,68,4,7,26,278,9,33,31,164,118,21,70,11,83,7782,431,17,29,1062,1232,57,26,319,1694,92,62,123,647,321,67,1135,164,304,915,994,170,88.9,11.8,17359454,2517427,16571812,3605501,2570550,1137322,70036,1,45,7,100,774,2,45,423,0,0,0,0,1,540,10654,5783,4871,325,211,114,6317,2342,3975,1901,2350,6261,11,1,19804,1109,235,91,3,1,15,6,37,9,36,8
R20214,長野県,茅野市,56400,28241,28159,54927,27526,27401,7050,3635,3415,31411,16426,14985,17059,7682,9377,9061,3776,5285,907,299,703,1715,1722,23848,23796,55335,13070,8164,5912,3299,2712,191,77,26659,7213,2558,17,0,0,282,370,11,24,26,490,33,116,106,480,221,65,163,23,131,23908,138,0,0,1377,9000,97,81,625,3744,317,491,340,2829,1118,609,1780,353,1009,825,1174,418,87.3,6.9,30035480,8357095,28357109,9460895,2445332,2734774,338322,1,76,9,193,2810,4,110,1388,0,0,0,0,2,1105,27569,15207,12362,923,598,325,16552,6505,10047,1752,9726,15584,11,1,54767,351,391,239,10,1,38,21,144,34,111,18
R20215,長野県,塩尻市,67241,33620,33621,65443,32711,32732,8360,4317,4043,39154,20410,18744,19155,8554,10601,10325,4256,6069,1233,423,851,2043,2215,27997,27957,65829,15338,9494,6470,3212,2617,305,89,28998,7160,2781,34,0,1,269,343,7,40,84,656,33,179,87,307,242,83,217,24,175,31384,452,0,4,1428,11597,132,247,2103,5132,337,465,278,2180,944,549,3275,354,1907,1033,1073,410,87.1,6.4,35327133,9937934,33868611,10971993,3509023,3708687,325514,3,185,8,197,3077,5,149,1568,1,21,50,34,3,1916,35363,19956,15407,1642,1030,612,20258,7440,12818,2593,11869,20736,76,9,66203,1537,491,243,11,5,38,30,82,227,116,17
R20217,長野県,佐久市,98199,48035,50164,95778,46864,48914,12480,6399,6081,54115,27466,26649,30170,13336,16834,16364,6517,9847,1109,655,1313,3072,2917,39924,39802,95023,23120,12399,10299,5323,4704,360,143,42351,15880,4604,36,4,1,545,469,10,32,63,1061,68,214,227,571,420,115,398,36,334,40746,621,28,12,3004,9325,172,265,949,7915,740,864,906,3478,1699,843,7355,644,1926,2681,3336,617,78.6,0.2,61847219,12867101,58587429,17333677,6323837,8530034,3101803,5,696,14,337,4992,8,238,2799,0,0,0,0,5,3550,46844,25625,21219,1642,1065,577,28722,10486,18236,3688,13136,28987,8,5,98381,0,855,486,15,7,88,56,399,88,231,25
R20218,長野県,千曲市,58852,28404,30448,57849,28019,29830,6880,3530,3350,32027,16162,15865,19628,8562,11066,10887,4318,6569,754,365,898,1496,1423,22023,21958,57130,13413,5294,6611,3169,2567,196,68,11979,4985,2552,33,0,1,265,356,6,12,55,565,29,202,88,261,235,59,218,22,145,23340,441,0,2,1219,7838,12,61,1232,4173,344,516,400,1747,1009,232,3177,218,719,909,1925,368,89.1,9.1,30794432,7354696,29899066,10367303,2750546,2837413,1925267,1,193,9,195,2812,5,131,1655,0,0,0,0,2,1142,28596,15581,13015,1065,688,377,19858,7334,12524,1760,9647,17138,77,3,58209,2032,418,205,8,3,41,20,72,30,88,18
R20219,長野県,東御市,30122,14776,15346,29657,14576,15081,3652,1832,1820,17120,8665,8455,9333,4269,5064,4700,1990,2710,465,172,354,759,881,11260,11241,29831,7159,2396,3477,1510,1043,93,30,11237,5700,1277,38,0,0,186,189,6,12,45,290,9,39,39,123,103,27,74,14,83,13004,334,0,0,869,4660,23,77,1365,2361,67,115,219,620,539,138,963,101,553,1012,1081,234,91.8,8.4,18891074,4027864,17922803,5100139,1655115,1360208,852906,1,86,5,111,1445,2,66,792,0,0,0,0,1,311,14611,8114,6497,874,553,321,9473,3491,5982,1550,4767,8211,72,1,29561,1843,205,92,7,1,12,10,32,14,49,6
R20220,長野県,安曇野市,94222,45398,48824,92609,44780,47829,11364,5796,5568,52221,26051,26170,29932,13212,16720,15780,6483,9297,1092,520,1248,2814,2490,36491,36429,92473,21958,9302,10202,5174,4029,302,106,33178,13925,3620,58,8,1,428,346,12,18,70,808,37,201,123,464,324,130,363,36,193,37445,721,52,25,1887,11032,133,96,1506,7549,395,499,757,2989,1359,400,6030,569,1446,2479,2074,590,81.1,9.1,50024467,11818044,48829631,15795402,6746478,3111902,69214,1,77,10,286,4641,7,198,2428,0,0,0,0,4,1458,48058,25937,22121,1563,951,612,28659,10361,18298,3839,13095,29782,6,5,96634,10658,657,349,20,3,86,42,262,59,273,20
R20303,長野県,小海町,4353,2140,2213,4284,2088,2196,404,218,186,2095,1087,1008,1831,821,1010,1065,428,637,68,16,87,94,118,1788,1776,4222,1002,526,612,342,307,10,4,11420,2168,267,4,0,0,41,29,1,3,7,66,1,5,7,38,28,3,17,4,13,1941,81,0,0,319,163,1,11,66,427,14,22,13,246,110,3,385,20,60,140,218,58,76.3,6.3,5086778,590529,4472742,871261,407169,406104,117061,0,0,1,13,150,1,12,110,0,0,0,0,1,132,2291,1256,1035,67,52,15,1519,573,946,496,498,1282,12,1,4413,603,56,19,1,1,3,3,15,4,18,1
R20304,長野県,川上村,4344,2591,1753,3519,1815,1704,449,228,221,2697,1778,919,1196,583,613,652,290,362,825,21,54,59,109,1257,1257,4344,499,298,277,141,152,14,9,20961,3292,156,12,0,1,26,7,1,0,8,40,1,1,1,21,13,7,3,4,10,851,87,0,13,97,22,6,0,95,265,5,1,3,68,62,8,50,37,32,495,27,56,72.6,0.2,5882239,552637,5701336,712428,836551,796737,482720,0,0,2,24,189,1,12,75,0,0,0,0,0,0,3121,2036,1085,20,16,4,752,309,443,2360,106,645,9,1,4622,876,28,8,1,0,2,1,1,1,3,1
